Organization Name,Organization Name URL,Estimated Revenue Range,Industries,CB Rank (Company),Description,Operating Status,Founded Date,Company Type,Exit Date,Twitter,Number of Articles,Hub Tags,Number of Lead Investments,LinkedIn,Actively Hiring,Facebook,Investor Type,Number of Sub-Orgs,Contact Email,Investment Stage,Number of Investments,Headquarters Location,Phone Number,Full Description,Number of Exits (IPO),Website,Number of Portfolio Organizations,Industry Groups,Number of Exits,Last Funding Type,Number of Employees,Funding Status,Number of Founders,Last Funding Date,Last Equity Funding Type,Number of Funding Rounds,Valuation at IPO (in USD),Last Funding Amount (in USD),Last Equity Funding Amount (in USD),Total Equity Funding Amount (in USD),Total Funding Amount (in USD),Acquisition Status,Number of Lead Investors,Acquired by,Acquired by URL,Number of Acquisitions,Acquisition Type,Price (in USD),Announced Date,Money Raised at IPO (in USD),IPO Status,Last Layoff Mention Date,Growth Category,Last Leadership Hiring Date,IPO Date,Numeric Revenue Range,IPO Date - Founded Date,Exit Date - Founding Date,IPO Date - Last_Funding_Date,Valuation_at_IPO / Last_Funding,Valuation_at_IPO_per_Last_Equity_Funding,Valuation_at_IPO / Total_Funding,Valuation_at_IPO / Total_Equity_Funding,Money_Raised_at_IPO / Last_Funding,Money_Raised_at_IPO / Last_Equity_Funding,Money_Raised_at_IPO / Total_Funding,Money_Raised_at_IPO / Total_Equity_Funding,Total funding amount / number of employees,Numeric revenue range / number of employees,Last funding amount / number of employees,Last funding amount / ( ipo - founded date ),Total funding amount / (ipo - founded date),Number of funding rounds / (ipo - founde date),Numeric revenue amount / total number of employees * (IPO - founded date),ind_update,narrowed_industry,,Organization Name.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Number of Articles.1,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Number of Investments.1,Unnamed: 22,Unnamed: 23,Unnamed: 24,Number of Exits (IPO).1,Unnamed: 26,Number of Portfolio Organizations.1,Unnamed: 28,Number of Exits.1,Unnamed: 30,Number of Employees.1,Unnamed: 32,Number of Founders.1,Unnamed: 34,Unnamed: 35,Number of Funding Rounds.1,Valuation at IPO (in USD).1,Last Funding Amount (in USD).1,Last Equity Funding Amount (in USD).1,Total Equity Funding Amount (in USD).1,Total Funding Amount (in USD).1,Unnamed: 42,Number of Lead Investors.1,Unnamed: 44,Unnamed: 45,Number of Acquisitions.1,Unnamed: 47,Unnamed: 48,Unnamed: 49,Money Raised at IPO (in USD).1,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Adjusted Valuation According to Inflation,Numerical Revenue Range,IPO Date - Founded Date.1,Exit Date - Founding Date.1,IPO Date - Last_Funding_Date.1,Valuation_at_IPO / Last_Funding.1,Valuation_at_IPO_per_Last_Equity_Funding.1,Valuation_at_IPO / Total_Funding.1,Valuation_at_IPO / Total_Equity_Funding.1,Money_Raised_at_IPO / Last_Funding.1,Money_Raised_at_IPO / Last_Equity_Funding.1,Money_Raised_at_IPO / Total_Funding.1,Money_Raised_at_IPO / Total_Equity_Funding.1,Total funding amount / number of employees.1,Numeric revenue range / number of employees.1,Last funding amount / number of employees.1,Last funding amount / ( ipo - founded date ).1,Total funding amount / (ipo - founded date).1,Number of funding rounds / (ipo - founde date).1,IPO - last learship hiring date,Numeric revenue amount / total number of employees * (IPO - founded date).1,success
Endgame,https://www.crunchbase.com/organization/endgame-inc,$10M to $50M,"Analytics, Computer, Enterprise Software, Network Security, Security","23,843",Endgame's endpoint protection platform protects the world’s data from advanced attacks.,Closed,2008,For Profit,2019,http://twitter.com/EndgameInc,191,,,http://www.linkedin.com/company/endgame,,,,,info@endgame.com,,,"Arlington, Virginia, United States",14049413901,"Endgame is a leading endpoint security platform that transforms security operations teams and incident responders from crime scene investigators into hunters that prevent damage and loss, and dramatically reduces the time and cost associated with incident response and compromise assessment. Endgame’s platform uses machine learning and data science to prevent and detect unique attacks at the earliest and every stage of the attack lifecycle.  Endgame’s integrated response stops attacks without disrupting normal business operations. It was founded in 2008 and has been operating in Arlington, Virginia.",,http://www.endgame.com,,"Consumer Electronics, Data and Analytics, Hardware, Information Technology, Privacy and Security, Software",,Grant,751,M&A,3,2016,Venture - Series Unknown,5,,18800000,6376543,88376543,107176543,Was Acquired,5,Elastic,https://www.crunchbase.com/organization/elasticsearch,,Acquisition,234000000,2019,,Private,,,,,30000000,,11,,,,,,,,,,142711.775,39946.73768,25033.28895,,,,,"Security, Network Security, Enterprise Software",Security,,Lunit,,,,,,,,,,,117,,,,,,,,,,,,,,,,,,,,376,,6,,,11,,122877543,150000000,438197282,561074826,,5,,,1,,,,,,,,,,,5500000,9,9,-2,,,,,,,,,1492220.282,14627.65957,326801.9761,13653060.33,62341647.33,1.222222222,,1625.295508,Yes
GreenFlux,https://www.crunchbase.com/organization/greenflux,Less than $1M,"Charging Infrastructure, Electric Vehicle, Energy, Energy Management, Software","23,927",GreenFlux empower customers to accelerate EV adoption and the use of sustainable energy with our smart EV charging platform.,Closed,2011,For Profit,2021,https://www.twitter.com/greenfluxinfo,1,,,https://www.linkedin.com/company/greenflux/,,,,,info@greenflux.com,,,"Amsterdam, Noord-Holland, The Netherlands",+31 615 113 734,"GreenFlux supports energy companies, network operators and parties in the automotive industry to remotely manage charge stations, process transactions and adjust the charging process to the capacity of the electricity grid and (local) energy generation. GreenFlux has been active in the international EV market for ten years and offers a total solution for managing electric vehicle charging infrastructure. GreenFlux is active in  +21 countries, spread over five continents with an ecosystem of more than 28,000 connected charge points.",,http://www.greenflux.com,,"Energy, Software, Transportation",,Series B,76,M&A,2,2018,Series B,2,,12923342,12923342,12923342,12923342,Was Acquired,2,DKV Mobility Services Group,https://www.crunchbase.com/organization/dkv-mobility-services-group,,Acquisition,,2021,,Private,,,,,500000,,10,,,,,,,,,,170043.9737,6578.947368,170043.9737,,,,,"Energy, Charging Infrastructure, Energy Management",Energy & Environmental Services,,Owlet Baby Care,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,176,,3,,,8,1074000000,9250000,9250000,217220000,217220000,,5,,,,,,,230000000,,,,,,1126430206,75000000,8,8,-3,116.1081081,116.1081081,4.944296105,4.944296105,24.86486486,24.86486486,1.058834361,1.058834361,1234204.545,426136.3636,52556.81818,1156250,27152500,1,,53267.04545,Yes
VeloCloud,https://www.crunchbase.com/organization/velocloud,$100M to $500M,"Cloud Computing, Cloud Infrastructure, Information Services","23,944",VeloCloud is a cloud networking services company that simplifies branch WAN networking.,Closed,2012,For Profit,2017,http://twitter.com/velocloud,45,,,http://www.linkedin.com/company/velocloud,,http://www.facebook.com/VelocloudNetworks,,,,,,"Mountain View, California, United States",650-209-4180,"VeloCloud Networks™, Inc. is the Cloud-Delivered SD-WAN™ company, a Gartner Cool Vendor, the Frost & Sullivan Product Leader in the SD-WAN Solution Market, and a Best of Interop and Best of VMworld winner. The company simplifies branch WAN networking by automating deployment and improving performance over private, broadband Internet and LTE links for today’s increasingly distributed enterprises. VeloCloud SD-WAN includes: a choice of public, private or hybrid cloud network for enterprise-grade connection to cloud and enterprise applications; branch office enterprise appliances and optional data center appliances; software-defined control and automation; and virtual services delivery.",,http://www.velocloud.com,,"Hardware, Information Technology, Internet Services, Software",,Series D,176,M&A,5,2017,Series D,3,,35000000,35000000,84000000,84000000,Was Acquired,5,VMware,https://www.crunchbase.com/organization/vmware,,Acquisition,,2017,,Private,,,,,300000000,,5,,,,,,,,,,477272.7273,1704545.455,198863.6364,,,,,"Cloud Computing, Cloud Infrastructure, Information Services",Technology & Software,,DarioHealth,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,376,,1,,,20,46151004,22400000,22400000,205703822,255703822,,3,,,4,,,,21000000,,,,,,54470069.1,30000000,2,2,-10,2.060312679,2.060312679,0.180486172,0.22435657,0.9375,0.9375,0.082126266,0.102088526,680063.3564,79787.23404,59574.46809,11200000,127851911,10,,39893.61702,Yes
Cloud Lending,https://www.crunchbase.com/organization/cloud-lending,$50M to $100M,"Banking, Cloud Computing, Finance, Financial Services, FinTech, Lending, Mobile Payments, Payments, SaaS, Software","24,043",Cloud Lending is a company that develops software for the financial lending industry.,Closed,2012,For Profit,2018,http://twitter.com/cloudlending,8,,,https://www.linkedin.com/company/cloudlendinginc,,,,,info@cloudlendinginc.com,,,"San Mateo, California, United States",1 (650) 918-0499,"Cloud Lending Solutions is a cloud-based, end-to-end lending and leasing platform delivering innovation to the global lending community. Cloud Lending Solutions digitizes origination, underwriting, servicing and collections, creating a single system of record for your lending operations. Unlike legacy technology platforms that are expensive to maintain and prevent agile response to market conditions, Cloud Lending Solutions’ clients take back control of their business by quickly implementing, extending, and digitizing the entire lending lifecycle. Cloud Lending Solutions’ single system of record is the market leading cloud solution supporting both consumer and commercial lending that scales for the needs of lenders of all sizes. By eliminating the departmental silos that slow lenders down, financial organizations can now get to market quickly with secure digital products that delight today’s demanding borrowers. Cloud Lending Solutions clients improve profit margins and outperform their competitors by generating greater revenue, increasing operational efficiencies, and improving credit risk management. Be it banks, traditional finance companies, online lenders, or marketplace platforms, Cloud Lending Solutions is the trusted partner to deliver lending applications that drive innovation. Cloud Lending Solutions has its headquarters office San Mateo, California and has offices in London, UK and Bangalore, India.",,https://www.cloudlendinginc.com,,"Financial Services, Internet Services, Lending and Investments, Mobile, Payments, Software",,Venture - Series Unknown,176,M&A,3,2018,Venture - Series Unknown,7,,18000000,18000000,31999995,32149995,Was Acquired,2,Q2ebanking,https://www.crunchbase.com/organization/q2ebanking,,Acquisition,,2018,,Private,,,,,75000000,,6,,,,,,,,,,182670.4261,426136.3636,102272.7273,,,,,"Lending, Software, Financial Services",Financial Services & Fintech,,CRISPR Therapeutics,,,,,,,,,,,264,,,,,,,,,,,,,,,,,,,,376,,5,,,6,590409510,280000000,280000000,407000000,407000000,,9,,,,,,,56000000,,,,,,676510896.9,300000000,3,3,-8,2.108605393,2.108605393,1.450637617,1.450637617,0.2,0.2,0.137592138,0.137592138,1082446.809,797872.3404,744680.8511,93333333.33,135666666.7,2,,265957.4468,Yes
Avizia,https://www.crunchbase.com/organization/avizia,$50M to $100M,"Health Care, Health Diagnostics, Information Technology, mHealth","24,045",Avizia is a provider of telehealth and remote conferencing platform to deploy and power system-wide telehealth programs.,Closed,2013,For Profit,2018,https://twitter.com/aviziahealth,19,,,https://www.linkedin.com/company/avizia,,,,,info@avizia.com,,,"Reston, Virginia, United States",7036496150,"Avizia is a provider of telehealth and remote conferencing platform to deploy and power system-wide telehealth programs. It is delivering on the vision of collaborative care for patients by connecting medical experts across distance through innovative, leading-edge telemedicine solutions. Supported by Cisco technology, Avizia delivers telemedicine that is as powerful as it is easy to use. Its end-to-end solution includes telemedicine devices, workflow management software, store-and-forward capabilities with EHR integration, and a line of peripherals, such as digital stethoscopes and examination cameras. Whether medical professionals are performing remote medical consultations or teaching a new procedure, Avizia makes the experience feel as if everyone is present. Avizia uses Cisco TelePresence technology to enable HD, real-time video collaboration in hospitals amongst patients and professionals.",,https://www.avizia.com/,,"Health Care, Information Technology, Mobile",,Convertible Note,76,M&A,3,2017,Series A,8,,,1000000,19744992,33744992,"Made Acquisitions, Was Acquired",4,Amwell,https://www.crunchbase.com/organization/american-well,1,Acquisition,,2018,,Private,,,,,75000000,,5,,,,,,,,,,444013.0526,986842.1053,,,,,,"mHealth, Information Technology, Health Diagnostics",Healthcare & Biotechnology,,Sharecare,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,3001,,2,,,14,,425000000,425000000,790000000,850000000,,8,,,18,,,,,,,,,,,300000000,11,11,0,,,,,,,,,283238.9204,99966.67777,141619.4602,38636363.64,77272727.27,1.272727273,,9087.879798,Yes
Exactuals,https://www.crunchbase.com/organization/exactuals,$10M to $50M,"FinTech, Payments, SaaS, Software","24,069",Exactuals is a SaaS payments company that focuses on royalty/residual based markets.,Closed,2011,For Profit,2018,https://twitter.com/exactuals,8,,,https://www.linkedin.com/company/exactuals-llc,,,,,contact@exactuals.com,,,"Los Angeles, California, United States",(310)689-7491,"Exactuals is a SaaS-based platform that assists enterprises in paying non-employees. The platform registers its clients' data, calculates payments based on preferences, aggregates payment data, and distributes deposit payments to non-employees. It features identity vault, automated workflow, aggregated payments, real-time transparency, centralized identity management, direct deposit, and tax centers. It offers its services to firms in the music and film industries. Exactuals was launched in 2011 by Mike Hurst and is based in California.",,http://www.exactuals.com,,"Financial Services, Payments, Software",,Series B,31,M&A,2,2017,Series B,2,,10600000,10600000,20600000,20600000,Was Acquired,3,City National Bank,https://www.crunchbase.com/organization/city-national-bank,,Acquisition,,2018,,Private,,,,,30000000,,7,,,,,,,,,,664516.129,967741.9355,341935.4839,,,,,"SaaS, Payments, Software",Technology & Software,,Natera,,,,,,,,,,,240,,,,,,,,,,1,,,,,,1,,,,3001,,2,,,14,,250000000,250000000,1161150000,1163150000,,7,,,,,,,,,,,,,,5500000000,11,11,-8,,,,,,,,,387587.4708,1832722.426,83305.56481,22727272.73,105740909.1,1.272727273,,166611.1296,Yes
Videology,https://www.crunchbase.com/organization/videologygroup,$100M to $500M,"Ad Targeting, Advertising, Advertising Platforms, Analytics, Digital Media, Mobile, Video, Video Streaming","24,081","Videology is an online video advertising platform, enables advertisers, agencies and publishers to connect brands with targeted audiences.",Closed,2007,For Profit,2018,http://twitter.com/VideologyGroup,162,,,http://www.linkedin.com/company/videology-group,,http://www.facebook.com/VideologyGroup,,,socialmedia@videologygroup.com,,,"Baltimore, Maryland, United States",(212)231-7840,"Videology is a digital media advertising technology solutions provider, providing its clients with solutions to connect advertiser brands with consumers who are most interested in those brands. By leveraging the power of consumer data and ad decisioning, we increase accountability, and optimize the performance of video and display advertising campaigns by providing a more relevant, meaningful web experience for consumers who view the ads delivered through our advertising technology solutions.",,http://www.videologygroup.com,,"Advertising, Content and Publishing, Data and Analytics, Media and Entertainment, Mobile, Sales and Marketing, Video",,Debt Financing,376,M&A,1,2017,Series D,5,,80000000,60000000,121000000,201000000,"Made Acquisitions, Was Acquired",4,Amobee,https://www.crunchbase.com/organization/amobee,2,Acquisition,,2018,,Private,,,,,300000000,,11,,,,,,,,,,534574.4681,797872.3404,212765.9574,,,,,"Video, Advertising, Video Streaming",Media & Entertainment,,Sana Biotechnology,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,376,,6,,,4,6380000000,165000000,165000000,865000000,865000000,,,,,1,,,,587500000,,,,,,6691456903,,3,3,-3,38.66666667,38.66666667,7.375722543,7.375722543,3.560606061,3.560606061,0.679190751,0.679190751,2300531.915,,438829.7872,55000000,288333333.3,1.333333333,,,Yes
Twiggle,https://www.crunchbase.com/organization/twiggle,$1M to $10M,"Artificial Intelligence (AI), E-Commerce, Machine Learning, Natural Language Processing, Product Search, Retail Technology, SaaS","24,097","AI-Powered Search, Discovery, and Merchandising Solutions for E-Commerce",Closed,2014,For Profit,,https://twitter.com/twiggle_com,20,,,https://www.linkedin.com/company/twiggle/,,https://www.facebook.com/twiggleit/,,,info@twiggle.com,,,"Tel Aviv, Tel Aviv, Israel",97235069255,"Twiggle transforms the e-commerce search and discovery experience by connecting shoppers to the products they are looking to buy faster and more accurately. Using the most advanced technologies in machine learning, natural language processing, and knowledge engineering, Twiggle’s AI-powered solutions are designed to enhance, not replace, a retailer’s existing search engine or e-commerce platform. Built on both a human-like understanding of linguistic structure and a deep retail awareness, Twiggle enables retailers to bring the best of the in-store shopping experience online. Founded in 2014, Twiggle is backed by some of the most respected global entrepreneurs and investors, including Alibaba, Naspers, Yahoo! Japan, State of Mind Ventures and Mizmaa Ventures. Twiggle's Board of Directors includes Dr. Udi Manber, former Head of Search at Google, Amazon, and Yahoo! Japan. Twiggle was named a Gartner Cool Vendor and ranked one of the top 100 AI companies by CB Insights.",,http://www.twiggle.com,,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Hardware, Internet Services, Science and Engineering, Software",,Series B,31,Early Stage Venture,2,2017,Series B,4,,15000000,15000000,35000000,35000000,,4,,,,,,,,Private,,,,,5500000,,,,,,,,,,,,1129032.258,177419.3548,483870.9677,,,,,"E-Commerce, Product Search, Artificial Intelligence (AI)",Consumer Goods & Retail,,Kyverna Therapeutics,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,76,,1,,,3,898100000,60000000,60000000,170000000,170000000,,1,,,,,,,319000000,,,,,,898100000,1000000,6,6,1,14.96833333,14.96833333,5.282941176,5.282941176,5.316666667,5.316666667,1.876470588,1.876470588,2236842.105,13157.89474,789473.6842,10000000,28333333.33,0.5,,2192.982456,Yes
Constellation Pharmaceuticals,https://www.crunchbase.com/organization/constellation-pharmaceuticals,,"Biotechnology, Genetics, Medical, Pharmaceutical","24,134",Constellation Pharmaceuticals develops drugs in the field of epigenetics focusing on selective regulators of its function.,Closed,2008,For Profit,2018,http://twitter.com/CPI_epigenetics,81,,,http://www.linkedin.com/company/constellation-pharmaceuticals,,,,,info@constellationpharma.com,,,"Cambridge, Massachusetts, United States",6177140555,"Constellation Pharmaceuticals is the first biopharmaceutical company dedicated to the development of novel therapeutics in the emerging field of Epigenetics, a new field of science which is focused on selective regulators of epigenetic function, which are critical to controlling gene expression.",,http://www.constellationpharma.com,,"Biotechnology, Health Care, Science and Engineering",,Post-IPO Equity,176,M&A,3,2019,Post-IPO Equity,14,,224300000,224300000,679250000,720500000,Was Acquired,7,MorphoSys,https://www.crunchbase.com/organization/morphosys,,Acquisition,1700000000,2021,60000000,Public,,,2020,2018,,10,10,-1,,,,,0.267498885,0.267498885,0.083275503,0.08833272,4093750,,1274431.818,22430000,72050000,1.4,,"Pharmaceutical, Medical, Genetics",Healthcare & Biotechnology,,Butterfly Network,,,,,,,,,,,134,,,,,,,,,,,,,,,,,,,,376,,3,,,5,1500000000,5000000,175000000,525000000,530000000,,2,,,,,,,414000000,,,,,,1573226545,75000000,10,10,-1,300,8.571428571,2.830188679,2.857142857,82.8,2.365714286,0.781132075,0.788571429,1409574.468,199468.0851,13297.87234,500000,53000000,0.5,,19946.80851,Yes
Fluidly,https://www.crunchbase.com/organization/fluidly,$1M to $10M,"Accounting, Artificial Intelligence (AI), Business Information Systems, Financial Services, FinTech, Machine Learning","24,212","Fluidly is fundamentally rethinking the way businesses plan and manage cashflow, using data science, accounting domain expertise.",Closed,2016,For Profit,2021,https://twitter.com/fluidly,8,,,https://www.linkedin.com/company/11054836/,,,,,info@fluidly.com,,,"London, England, United Kingdom",(+44)2076111001,"Fluidly is fundamentally rethinking the way businesses plan and manage cashflow, using data science, accounting domain expertise and machine learning. Fluidly provides intuitive cashflow forecasting and management powered by AI. Fluidly is for modern businesses that want to know exactly what their financial future holds and how to optimise it. Cashflow forecasting and management is the gateway to financial decision-making. Whether you want to hire a team member, open an extra office, invest in new equipment or simply pay an upcoming bill it’s important to know you have the cash to afford it. A clear picture of your future cash position is important so you can take the decisions that count. But traditional cashflow forecasting is broken. Monthly models built on spreadsheets take days to build and hours to update. Even then they are too high level to manage cashflow day-to-day when it really matters. No wonder cashflow is one of businesses biggest pain points. Enter Fluidly – intuitive cashflow forecasting powered by AI. Fluidly is for modern businesses that want to know exactly what their financial future holds and how to optimise it. Fluidly takes transaction data from your accounting system and uses this to automagically forecast your financial future in minutes and down to invoice-level detail. No more sleepless nights, just complete cashflow confidence.",,https://fluidly.com,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Professional Services, Science and Engineering, Software",,Grant,31,M&A,2,2019,Series A,3,,6288531,6507501,9193447,15481978,Was Acquired,3,OakNorth,https://www.crunchbase.com/organization/oaknorth-bank-0a76,,Acquisition,,2021,,Private,,,,,5500000,,5,,,,,,,,,,499418.6452,177419.3548,202855.8387,,,,,"Accounting, Machine Learning, Financial Services",Professional Services & Consulting,,SOPHiA GENETICS,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,,376,,3,,,8,,15000000,110000000,250041826,265152150,,7,,,1,,,,,,,,,,,75000000,12,12,-1,,,,,,,,,705191.8883,199468.0851,39893.61702,1250000,22096012.5,0.666666667,,16622.34043,Yes
